Date,Site,Subsite,Station,Genus,Species,Weight,Recapture,Sex,Tag_Number,Latitude,Logitude,Elevation,*NA_Exracted ,SNV ,Bartonella,Borrelia,Rickettsia,Notes,
19-Jun-14,3,10,1,Peromyscus,maniculatus,14,No,Male,,,,,,,,,,NO SAMPLE JUVENILE,
19-Jun-14,3,14,1,Peromyscus,maniculatus,12,No,Female,,,,,,,,,,JUVENILE,
19-Jun-14,3,7,1,Peromyscus,maniculatus,15,No,Male,,,,,,,,,,JUVENILE,
2-Jul-14,4,22,1,Tamias,dorsalis,64,No,Male,92647,,,,,,,,,,
2-Jul-14,4,38,1,Tamias,dorsalis,80,No,Female,92652,,,,,,,,,,
2-Jul-14,4,26,2,Tamias,dorsalis,45,No,Female,92645,,,,,,,,,,
2-Jul-14,4,26,1,Tamias,dorsalis,60,No,Male,92644,,,,,,,,,,
2-Jul-14,4,18,1,Tamias,dorsalis,55,No,Male,89612,,,,,,,,,,
2-Jul-14,4,27,1,Tamias,dorsalis,40,No,Male,92653,,,,,,,,,,
2-Jul-14,4,28,3,Tamias,dorsalis,60,No,Female,92693,,,,,,,,,NO SAMPLE,
2-Jul-14,4,41,3,Tamias,dorsalis,55,No,Male,92624,,,,,,,,,NO SAMPLE,
2-Jul-14,4,28,1,Callospermophilus,lateralis,225,No,Male,92662,,,,,,,,,NO SAMPLE,
2-Jul-14,4,34,1,Callospermophilus,lateralis,235,Yes,Female,EAR 69,,,,,,,,,LACTATING,
2-Jul-14,4,19,1,Callospermophilus,lateralis,225,No,Female,92763,,,,,,,,,,
2-Jul-14,4,38,2,Tamias,dorsalis,38,No,Male,89606,,,,,,,,,WEAK SAMPLE,
2-Jul-14,4,32,1,Tamias,dorsalis,65,No,Female,89637,,,,,,,,,LACTATING (may have had old EAR tag),
2-Jul-14,4,41,2,Tamias,dorsalis,65,No,Female,92668,,,,,,,,,,
2-Jul-14,4,42,1,Tamias,dorsalis,40,No,Male,92681,,,,,,,,,,
2-Jul-14,4,41,1,Tamias,dorsalis,60,Yes,Male,92672,,,,,,,,,EAR TAG 70,
2-Jul-14,4,22,1,Callospermophilus,lateralis,105,No,Female,92781,,,,,,,,,,
2-Jul-14,4,37,1,Callospermophilus,lateralis,235,No,Female,92713,,,,,,,,,NO SAMPLE,
2-Jul-14,4,28,2,Callospermophilus,lateralis,215,No,Male,92707,,,,,,,,,,
2-Jul-14,4,41,4,Peromyscus,maniculatus,11,No,Female,,,,,,,,,,RNA ONLY,
2-Jul-14,4,42,3,Peromyscus,maniculatus,12,No,Male,,,,,,,,,,RNA ONLY,
2-Jul-14,4,42,2,Peromyscus,maniculatus,14,No,Female,,,,,,,,,,EYEBLEED,
2-Jul-14,4,42,4,Peromyscus,maniculatus,12,No,Female,,,,,,,,,,,
3-Jul-14,4,26,1,Tamias,dorsalis,45,Yes,Female,92642,,,,,,,,,,
3-Jul-14,4,22,1,Callospermophilus,lateralis,120,No,Male,92785,,,,,,,,,,
3-Jul-14,4,37,1,Callospermophilus,lateralis,195,No,Female,92803,,,,,,,,,WEAK SAMPLE,
3-Jul-14,4,23,1,Callospermophilus,lateralis,120,No,Female,92727,,,,,,,,,,
3-Jul-14,4,41,1,Tamias,dorsalis,70,No,Female,92787,,,,,,,,,,
3-Jul-14,4,42,1,Tamias,dorsalis,75,No,Female,92733,,,,,,,,,LACTATING,
3-Jul-14,4,35,1,Tamias,dorsalis,,,,,,,,,,,,,ESCAPE,
3-Jul-14,4,20,1,Callospermophilus,lateralis,245,No,Female,92776,,,,,,,,,,
3-Jul-14,4,31,1,Tamias,dorsalis,70,?,Female,92739,,,,,,,,,LACTATING,
3-Jul-14,4,23,2,Callospermophilus,lateralis,215,Yes,Male,92707,,,,,,,,,,
3-Jul-14,4,29,1,Callospermophilus,lateralis,225,Yes,Female,92763,,,,,,,,,,
3-Jul-14,4,40,3,Tamias,dorsalis,60,No,Male,,,,,,,,,,DOA,
3-Jul-14,4,40,1,Tamias,dorsalis,65,Yes,Female,92722,,,,,,,,,"LACTATING, ear tag 61",
3-Jul-14,4,40,2,Tamias,dorsalis,55,No,Male,92729,,,,,,,,,,
3-Jul-14,4,28,1,Tamias,dorsalis,60,Yes,Male,89624,,,,,,,,,,
3-Jul-14,4,23,3,Tamias,dorsalis,40,Yes,Male,92653,,,,,,,,,,
3-Jul-14,4,18,1,Tamias,dorsalis,64,Yes,Male,92647,,,,,,,,,,
3-Jul-14,4,41,2,Tamias,dorsalis,40,No,Female,92724,,,,,,,,,,
3-Jul-14,4,19,1,Peromyscus,maniculatus,18,No,Female,,,,,,,,,,,
16-Jul-14,3,32,1,Neotoma,mexicana,185,No,Male,92783,,,,,,,,,,
16-Jul-14,3,30,2,Tamias,dorsalis,80,No,Female,,,,,,,,,,ESCAPE,
16-Jul-14,3,35,1,Neotoma,mexicana,145,No,Female,92779,,,,,,,,,LACTATING,
16-Jul-14,3,32,2,Neotoma,mexicana,105,No,Female,92754,,,,,,,,,,
16-Jul-14,3,26,2,Neotoma,mexicana,130,No,Female,92783,,,,,,,,,,
16-Jul-14,3,27,1,Tamias,dorsalis,75,No,Female,92792,,,,,,,,,,
16-Jul-14,3,23,3,Tamias,dorsalis,60,No,Female,92743,,,,,,,,,,
16-Jul-14,3,32,2,Tamias,dorsalis,70,No,Male,92706,,,,,,,,,,
16-Jul-14,3,31,3,Tamias,dorsalis,75,No,Female,92766,,,,,,,,,,
16-Jul-14,3,31,1,Peromyscus,maniculatus,18,No,Male,,,,,,,,,,RNA ONLY,
16-Jul-14,3,28,1,Peromyscus,boylii,17.5,No,Female,,,,,,,,,,,
16-Jul-14,3,35,2,Peromyscus,maniculatus,20,No,Female,,,,,,,,,,,
16-Jul-14,3,32,1,Peromyscus,maniculatus,18.5,No,Male,,,,,,,,,,,
16-Jul-14,3,26,1,Peromyscus,maniculatus,25,No,Female,,,,,,,,,,PREGNANT,
16-Jul-14,3,30,1,Peromyscus,maniculatus,,,,,,,,,,,,,ESCAPE,
16-Jul-14,3,31,2,Peromyscus,maniculatus,25,No,Male,,,,,,,,,,,
17-Jul-14,3,36,1,Tamias,dorsalis,53,Yes,Female,92743,,,,,,,,,,
17-Jul-14,3,35,3,Tamias,dorsalis,52,No,Female,92800,,,,,,,,,,
17-Jul-14,3,26,2,Tamias,dorsalis,,,,,,,,,,,,,ESCAPE,
17-Jul-14,3,26,1,Tamias,dorsalis,53,Yes,Female,92765,,,,,,,,,,
17-Jul-14,3,30,2,Peromyscus,maniculatus,85,Yes,Female,92745,,,,,,,,,,
17-Jul-14,3,32,1,Peromyscus,maniculatus,170,No,Female,92750,,,,,,,,,,
17-Jul-14,3,36,2,Peromyscus,maniculatus,170,No,Female,92721,,,,,,,,,,
17-Jul-14,3,29,1,Peromyscus,boylii,18,No,Female,,,,,,,,,,,
17-Jul-14,3,24,1,Peromyscus,boylii,8,No,Female,,,,,,,,,,,
17-Jul-14,3,30,1,Peromyscus,maniculatus,23,No,Female,,,,,,,,,,,
17-Jul-14,3,35,1,Peromyscus,maniculatus,18,No,Female,,,,,,,,,,,
17-Jul-14,3,35,2,Peromyscus,maniculatus,9,No,Female,,,,,,,,,,,
30-Jul-14,4,43,24,Tamias,dorsalis,70,No,Female,92773,,,,,,,,,,
30-Jul-14,4,43,60,Callospermophilus,lateralis,238,No,Female,92719,,,,,,,,,,
30-Jul-14,4,43,59,Tamias,dorsalis,75,No,Female,92771,,,,,,,,,,
30-Jul-14,4,43,59,Tamias,dorsalis,46,No,Male,92780,,,,,,,,,,
30-Jul-14,4,43,4,Tamias,dorsalis,80,No,Male,92744,,,,,,,,,BOT FLY,
30-Jul-14,4,43,57,Tamias,dorsalis,72,Yes,Female,92798,,,,,,,,,,
30-Jul-14,4,43,68,Tamias,dorsalis,70,Yes,Male,92736,,,,,,,,,BOT FLY,
30-Jul-14,4,43,49,Tamias,dorsalis,66,No,Male,92761,,,,,,,,,,
30-Jul-14,4,43,24,Tamias,dorsalis,75,No,Male,92748,,,,,,,,,,
30-Jul-14,4,43,24,Tamias,dorsalis,60,No,Female,92804,,,,,,,,,,
30-Jul-14,4,43,8,Tamias,dorsalis,75,No,Female,92710,,,,,,,,,,
30-Jul-14,4,43,27,Tamias,dorsalis,62,No,Male,92732,,,,,,,,,BOT FLY,
30-Jul-14,4,43,10,Tamias,dorsalis,75,No,Female,92712,,,,,,,,,,
30-Jul-14,4,43,3,Otospermophilus,variegatus,553,No,Female,92782,,,,,,,,,,
30-Jul-14,4,43,16,Otospermophilus,variegatus,502,No,Female,92757,,,,,,,,,,
30-Jul-14,4,43,39,Tamias,dorsalis,75,No,Male,92775,,,,,,,,,,
30-Jul-14,4,43,47,Peromyscus,maniculatus,21.5,No,Female,,,,,,,,,,,
30-Jul-14,4,43,38,Peromyscus,boylii,11,No,Female,,,,,,,,,,RNA ONLY,
30-Jul-14,4,43,57,Peromyscus,boylii,9.5,No,Female,,,,,,,,,,,
30-Jul-14,4,43,59,Peromyscus,maniculatus,18,No,Male,,,,,,,,,,,
30-Jul-14,4,43,1,Peromyscus,maniculatus,20.5,No,Female,,,,,,,,,,,
30-Jul-14,4,43,4,Peromyscus,maniculatus,17.5,No,Male,,,,,,,,,,,
31-Jul-14,4,43,25,Tamias,dorsalis,70,Yes,Female,92773,,,,,,,,,DOA,
31-Jul-14,4,43,39,Tamias,dorsalis,65,No,Male,92728,,,,,,,,,,
31-Jul-14,4,43,3,Tamias,dorsalis,75,Yes,Male,92775,,,,,,,,,,
31-Jul-14,4,43,29,Callospermophilus,lateralis,206,No,Male,92799,,,,,,,,,,
31-Jul-14,4,43,39,Tamias,dorsalis,70,Yes,Male,92784,,,,,,,,,,
31-Jul-14,4,43,38,Tamias,dorsalis,46,Yes,Male,92780,,,,,,,,,,
31-Jul-14,4,43,57,Tamias,dorsalis,,No,,,,,,,,,,,DOA,
31-Jul-14,4,43,68,Tamias,dorsalis,72,Yes,Female,92798,,,,,,,,,,
31-Jul-14,4,43,48,Tamias,dorsalis,62,No,Male,92793,,,,,,,,,,
31-Jul-14,4,43,TRUCK,Peromyscus,maniculatus,,No,,,,,,,,,,,DIED IN TRUCK,
31-Jul-14,4,43,68,Peromyscus,maniculatus,13,No,Female,,,,,,,,,,,
31-Jul-14,4,43,1,Otospermophilus,variegatus,436,No,Female,92747,,,,,,,,,,
31-Jul-14,4,43,10,Otospermophilus,variegatus,451,No,Female,92790,,,,,,,,,,
26-Jul-14,5,6,2,Tamias,dorsalis,58,Yes,Male,89505,,,,,,,,,BOT FLY,
26-Jul-14,5,5,3,Tamias,dorsalis,58,Yes,Male,92812,,,,,,,,,,
26-Jul-14,5,3,2,Tamias,dorsalis,76,Yes,Female,92894,,,,,,,,,MINIMAL LACTATING,
26-Jul-14,5,5,2,Callospermophilus,lateralis,255,Yes,Female,92846,,,,,,,,,,
26-Jul-14,5,8,6,Tamias,dorsalis,69,No,Male,89529,,,,,,,,,,
26-Jul-14,5,5,6,Callospermophilus,lateralis,239,Yes,Female,92980,,,,,,,,,,
26-Jul-14,5,9,3,Tamias,dorsalis,67,No,Male,89508,,,,,,,,,FLEA NOT COLLECTED,
26-Jul-14,5,8,2,Tamias,dorsalis,81,No,Female,89521,,,,,,,,,"LACTATING, FLEAS",
26-Jul-14,5,7,5,Callospermophilus,lateralis,159,No,Female,89578,,,,,,,,,,
26-Jul-14,5,7,1,Tamias,dorsalis,83,No,Female,89594,,,,,,,,,BOT FLY,
26-Jul-14,5,7,3,Callospermophilus,lateralis,179,Yes,Male,92908,,,,,,,,,FLEA,
26-Jul-14,5,7,4,Tamias,dorsalis,77,No,Female,89584,,,,,,,,,LACTATING,
26-Jul-14,5,9,1,Tamias,dorsalis,83,Yes,Female,93007,,,,,,,,,LACTATING,
26-Jul-14,5,2,1,Callospermophilus,lateralis,168,No,Female,89575,,,,,,,,,,
26-Jul-14,5,5,1,Tamias,dorsalis,72,No,Male,89512,,,,,,,,,,
26-Jul-14,5,1,2,Tamias,dorsalis,70,No,Male,89600,,,,,,,,,,
26-Jul-14,5,1,3,Tamias,dorsalis,82,Yes,Female,92867,,,,,,,,,LACTATING,
26-Jul-14,5,5,4,Tamias,dorsalis,78,Yes,Male,89551,,,,,,,,,,
26-Jul-14,5,5,5,Callospermophilus,lateralis,210,No,Male,89513,,,,,,,,,,
26-Jul-14,5,3,1,Peromyscus,maniculatus,21,No,Female,EAR 246,,,,,,,,,LOST EAR TAG -- PREGNANT,
26-Jul-14,5,4,2,Peromyscus,maniculatus,20,No,Female,EAR 247,,,,,,,,,,
26-Jul-14,5,9,5,Peromyscus,maniculatus,18,No,Male,EAR 225,,,,,,,,,,
26-Jul-14,5,1,5,Peromyscus,maniculatus,18,No,Female,EAR 901,,,,,,,,,,
26-Jul-14,5,1,1,Peromyscus,maniculatus,14,No,Male,EAR 902,,,,,,,,,SCROTAL,
26-Jul-14,5,3,3,Peromyscus,maniculatus,10,No,Male,EAR 903,,,,,,,,,,
26-Jul-14,5,8,3,Peromyscus,maniculatus,15,No,Female,EAR 907,,,,,,,,,,
26-Jul-14,5,7,2,Peromyscus,maniculatus,-,-,-,-,,,,,,,,,ESCAPED,
26-Jul-14,5,2,2,Peromyscus,maniculatus,33,No,Female,EAR 904,,,,,,,,,PREGNANT,
26-Jul-14,5,4,1,Peromyscus,maniculatus,20,Yes,Female,EAR 263,,,,,,,,,,
26-Jul-14,5,4,4,Peromyscus,maniculatus,18,No,Male,EAR 905,,,,,,,,,BUSTED TAIL,
26-Jul-14,5,4,2,Peromyscus,maniculatus,14,Yes,Female,EAR 252,,,,,,,,,,
26-Jul-14,5,3,3,Peromyscus,maniculatus,18,No,Male,EAR 909,,,,,,,,,RNA ONLY,
26-Jul-14,5,6,3,Peromyscus,maniculatus,12,No,Male,EAR 911,,,,,,,,,,
26-Jul-14,5,8,1,Peromyscus,maniculatus,14,No,Female,EAR 906,,,,,,,,,,
26-Jul-14,5,3,4,Peromyscus,maniculatus,20,No,Female,EAR 908,,,,,,,,,LACTATING -- NO SAMPLE,
26-Jul-14,5,3,6,Peromyscus,maniculatus,21,No,Male,EAR 922,,,,,,,,,,
26-Jul-14,5,2,2,Peromyscus,maniculatus,33,Yes,Female,EAR 297,,,,,,,,,,
26-Jul-14,5,3,4,Peromyscus,maniculatus,20,No,Female,EAR 923,,,,,,,,,,
26-Jul-14,5,9,7,Peromyscus,maniculatus,22,Yes,Female,EAR 251,,,,,,,,,,
26-Jul-14,5,9,2,Peromyscus,maniculatus,22,Yes,Female,EAR 292,,,,,,,,,,
26-Jul-14,5,6,1,Peromyscus,maniculatus,19,No,Male,EAR 910,,,,,,,,,,
26-Jul-14,5,2,3,Peromyscus,maniculatus,27,No,Female,EAR 914,,,,,,,,,PREGNANT,
26-Jul-14,5,1,6,Peromyscus,maniculatus,18,No,Male,EAR 912,,,,,,,,,EAR SCARING,
26-Jul-14,5,9,4,Peromyscus,maniculatus,19,Yes,Female,EAR 291,,,,,,,,,LACTATING,
26-Jul-14,5,3,1,Peromyscus,maniculatus,17,Yes,Male,EAR 296,,,,,,,,,,
26-Jul-14,5,3,5,Peromyscus,maniculatus,19,No,Female,EAR 915,,,,,,,,,,
26-Jul-14,5,1,4,Neotoma,mexicana,180,No,Female,89522,,,,,,,,,LACTATING,
27-Jul-14,5,4,3,Peromyscus,maniculatus,18,Yes,Male,EAR 905,,,,,,,,,,
27-Jul-14,5,3,6,Peromyscus,maniculatus,22,Yes,Female,EAR 251,,,,,,,,,,
27-Jul-14,5,9,5,Peromyscus,maniculatus,21,Yes,Female,EAR 250,,,,,,,,,,
27-Jul-14,5,3,2,Peromyscus,maniculatus,19,Yes,Male,EAR 910,,,,,,,,,,
27-Jul-14,5,3,10,Peromyscus,maniculatus,10,Yes,Male,EAR 903,,,,,,,,,ESCAPE AT MARRIAN POWEL,
27-Jul-14,5,2,1,Peromyscus,maniculatus,33,Yes,Female,EAR 904,,,,,,,,,,
27-Jul-14,5,7,4,Peromyscus,maniculatus,22,Yes,Female,EAR 292,,,,,,,,,,
27-Jul-14,5,7,3,Peromyscus,maniculatus,17,No,Female,EAR 916,,,,,,,,,,
27-Jul-14,5,1,2,Peromyscus,maniculatus,19,No,Male,EAR 921,,,,,,,,,,
27-Jul-14,5,4,9,Peromyscus,maniculatus,17,No,Male,EAR 920,,,,,,,,,SCROTAL,
27-Jul-14,5,3,2,Peromyscus,maniculatus,21,Yes,Male,EAR 922,,,,,,,,,,
27-Jul-14,5,3,11,Peromyscus,maniculatus,16,No,Male,EAR 919,,,,,,,,,,
27-Jul-14,5,8,1,Peromyscus,maniculatus,21,No,Male,EAR 917,,,,,,,,,,
27-Jul-14,5,6,1,Peromyscus,maniculatus,27,Yes,Female,EAR 914,,,,,,,,,,
27-Jul-14,5,9,2,Peromyscus,maniculatus,20,No,Male,EAR 918,,,,,,,,,,
27-Jul-14,5,5,2,Peromyscus,maniculatus,14,Yes,Female,EAR 906,,,,,,,,,,
27-Jul-14,5,3,3,Peromyscus,maniculatus,18,Yes,Female,EAR 901,,,,,,,,,,
27-Jul-14,5,9,6,Peromyscus,maniculatus,25,Yes,Female,EAR 274,,,,,,,,,,
27-Jul-14,5,9,4,Peromyscus,maniculatus,29,Yes,Male,EAR 272,,,,,,,,,,
27-Jul-14,5,1,4,Peromyscus,maniculatus,20,No,Male,EAR 240,,,,,,,,,,
27-Jul-14,5,4,8,Peromyscus,maniculatus,17,No,Male,EAR 228,,,,,,,,,DIED NO SAMPLE,
27-Jul-14,5,2,6,Peromyscus,maniculatus,22,No,Male,EAR 229,,,,,,,,,,
27-Jul-14,5,3,1,Peromyscus,maniculatus,33,Yes,Female,EAR 297,,,,,,,,,,
27-Jul-14,5,9,3,Peromyscus,maniculatus,16,No,Male,EAR 230,,,,,,,,,,
27-Jul-14,5,3,8,Peromyscus,maniculatus,21,Yes,Female,EAR 246,,,,,,,,,,
27-Jul-14,5,4,7,Peromyscus,maniculatus,20,Yes,Female,EAR 263,,,,,,,,,,
27-Jul-14,5,2,4,Peromyscus,maniculatus,15,No,Male,EAR 237,,,,,,,,,,
27-Jul-14,5,7,1,Peromyscus,maniculatus,18,Yes,Female,EAR 225,,,,,,,,,,
27-Jul-14,5,4,4,Peromyscus,maniculatus,20,No,Female,EAR 239,,,,,,,,,,
27-Jul-14,5,3,9,Peromyscus,maniculatus,20,Yes,Female,EAR 923,,,,,,,,,,
27-Jul-14,5,1,1,Neotoma,mexicana,220,No,Male,89572,,,,,,,,,SCROTAL,
27-Jul-14,5,3,4,Neotoma,mexicana,225,Yes,Male,92831,,,,,,,,,,
27-Jul-14,5,5,1,Tamias,dorsalis,78,Yes,Male,89551,,,,,,,,,,
27-Jul-14,5,2,3,Callospermophilus,lateralis,210,Yes,Male,89513,,,,,,,,,,
27-Jul-14,5,4,1,Callospermophilus,lateralis,195,Yes,Female,92845,,,,,,,,,,
27-Jul-14,5,2,5,Callospermophilus,lateralis,200,Yes,Female,92810,,,,,,,,,LACTATING,
27-Jul-14,5,3,3,Tamias,dorsalis,83,Yes,Female,93007,,,,,,,,,,
27-Jul-14,5,1,3,Tamias,dorsalis,72,Yes,Male,89512,,,,,,,,,,
27-Jul-14,5,4,5,Tamias,dorsalis,70,Yes,Male,89600,,,,,,,,,,
27-Jul-14,5,4,2,Tamias,dorsalis,81,No,Male,89599,,,,,,,,,,
27-Jul-14,5,5,7,Tamias,dorsalis,69,Yes,Male,89529,,,,,,,,,,
27-Jul-14,5,7,2,Tamias,dorsalis,79,Yes,Male,89536,,,,,,,,,,
27-Jul-14,5,2,2,Tamias,dorsalis,82,Yes,Female,92867,,,,,,,,,,
27-Jul-14,5,6,2,Tamias,dorsalis,58,Yes,Male,89505,,,,,,,,,,
27-Jul-14,5,8,3,Tamias,dorsalis,75,No,Female,89516,,,,,,,,,LACTATING,
27-Jul-14,5,4,6,Tamias,dorsalis,70,No,Male,89597,,,,,,,,,,
27-Jul-14,5,9,1,,WEASLE,,,,,,,,,,,,,DANK,
6-Aug-14,6,4,1,Peromyscus,maniculatus,17,Yes,Male,EAR 236,,,,,,,,,LICE,
7-Aug-14,6,1,4,Tamias,dorsalis,60,Yes,Male,89581,,,,,,,,,LICE,
7-Aug-14,6,1,1,Tamias,dorsalis,52,No,Male,89585,,,,,,,,,,
7-Aug-14,6,1,5,Tamias,dorsalis,42,No,Female,89540,,,,,,,,,,
7-Aug-14,6,1,23,Callospermophilus,lateralis,152,No,Male,89549,,,,,,,,,,
7-Aug-14,6,1,22,Tamias,dorsalis,52,No,Female,89570,,,,,,,,,,
7-Aug-14,6,1,22B,Tamias,dorsalis,60,Yes,Male,89554,,,,,,,,,,
7-Aug-14,6,1,3,Tamias,dorsalis,56,No,Male,89583,,,,,,,,,,
7-Aug-14,6,1,21,Tamias,dorsalis,66,Yes,Male,89580,,,,,,,,,,
7-Aug-14,6,1,6,Tamias,dorsalis,70,No,Female,89514,,,,,,,,,BOT FLY,
7-Aug-14,6,1,17,Tamias,dorsalis,46,No,Female,89523,,,,,,,,,BOT FLY AND LICE,
7-Aug-14,6,1,16,Tamias,dorsalis,72,,,89517,,,,,,,,,PREGNANT AND LICE,
7-Aug-14,6,1,13,Peromyscus,maniculatus,17,Yes,Male,EAR 236,,,,,,,,,,
9-Aug-14,1,10,2,Tamias,dorsalis,90,No,Female,92913,,,,,,,,,LACTATING,
9-Aug-14,1,6,1,Callospermophilus,lateralis,182,No,Female,92991,,,,,,,,,,
9-Aug-14,1,6,2,Callospermophilus,lateralis,147,No,Female,92997,,,,,,,,,LICE,
9-Aug-14,1,8,2,Callospermophilus,lateralis,174,No,Male,92978,,,,,,,,,BOT FLY,
9-Aug-14,1,8,1,Callospermophilus,lateralis,150,No,Female,92960,,,,,,,,,,
9-Aug-14,1,8,5,Tamias,dorsalis,72,No,Female,92979,,,,,,,,,LACTATING BOT FLY LICE,
9-Aug-14,1,8,6,Callospermophilus,lateralis,144,No,Male,93008,,,,,,,,,,
9-Aug-14,1,8,3,Callospermophilus,lateralis,186,No,Male,92972,,,,,,,,,,
9-Aug-14,1,7,1,Callospermophilus,lateralis,151,No,Male,92977,,,,,,,,,FLEAS,
9-Aug-14,1,5,2,Callospermophilus,lateralis,164,No,Female,92923,,,,,,,,,,
9-Aug-14,1,4,1,Callospermophilus,lateralis,201,No,Female,92927,,,,,,,,,,
9-Aug-14,1,4,5,Tamias,dorsalis,54,No,Male,92942,,,,,,,,,,
9-Aug-14,1,3,1,Neotoma,mexicana,48,No,Male,92925,,,,,,,,,,
9-Aug-14,1,7,2,Neotoma,mexicana,156,No,Female,92949,,,,,,,,,,
9-Aug-14,1,10,1,Neotoma,mexicana,196,No,Female,92943,,,,,,,,,,
9-Aug-14,1,10,3,Neotoma,mexicana,160,No,Female,92929,,,,,,,,,,
9-Aug-14,1,4,4,Neotoma,mexicana,144,Yes,Male,92937,,,,,,,,,,
9-Aug-14,1,3,2,Neotoma,mexicana,116,No,Male,92928,,,,,,,,,,
9-Aug-14,1,1,1,Neotoma,mexicana,216,No,Female,92989,,,,,,,,,PREGNANT,
9-Aug-14,1,5,1,Tamias,dorsalis,46,No,Male,92942,,,,,,,,,,
9-Aug-14,1,4,2,Neotoma,mexicana,94,No,Female,92993,,,,,,,,,,
9-Aug-14,1,4,3,Neotoma,mexicana,170,No,Female,92954,,,,,,,,,PREGNANT,
9-Aug-14,1,8,4,Peromyscus,mexicana,17,Yes,Male,EAR 21,,,,,,,,,,
9-Aug-14,2,1,5,Callospermophilus,lateralis,180,Yes,Female,92970,,,,,,,,,BOTFLY,
9-Aug-14,2,1,25,Tamias,dorsalis,60,Yes,Female,92920,,,,,,,,,LACTATING,
9-Aug-14,2,2,21,Callospermophilus,lateralis,200,Yes,Female,92671,,,,,,,,,LACTATING,
9-Aug-14,2,2,22,Tamias,dorsalis,32,Yes,Female,92850,,,,,,,,,BOT FLY X3,
9-Aug-14,2,2,16,Tamias,dorsalis,64,No,Female,92911,,,,,,,,,BOT FLY ,
9-Aug-14,2,1,11,Tamias,dorsalis,54,Yes,Female,92976,,,,,,,,,BOT FLY,
9-Aug-14,2,1,8,Tamias,dorsalis,58,Yes,Male,92648,,,,,,,,,,
9-Aug-14,2,6,1,Tamias,dorsalis,62,Yes,Female,92091,,,,,,,,,PREGNANT,
9-Aug-14,2,1,16,Tamias,dorsalis,,,,,,,,,,,,,ESCAPE,
9-Aug-14,2,1,16B,Callospermophilus,lateralis,174,Yes,Female,89621,,,,,,,,,LACTATING,
9-Aug-14,2,1,13,Callospermophilus,lateralis,148,No,Male,92953,,,,,,,,,BOT FLY,
9-Aug-14,2,2,16,Tamias,dorsalis,54,Yes,Male,89628,,,,,,,,,,
9-Aug-14,2,1,9,Peromyscus,maniculatus,33,No,Female,EAR 926,,,,,,,,,,
10-Aug-14,1,1,2,Tamias,dorsalis,90,Yes,Female,92913,,,,,,,,,LACTATING,
10-Aug-14,1,4,4,Tamias,dorsalis,46,No,Female,93000,,,,,,,,,,
10-Aug-14,1,4,2,Callospermophilus,lateralis,128,No,Female,89598,,,,,,,,,,
10-Aug-14,1,4,3,Callospermophilus,lateralis,132,No,Female,89544,,,,,,,,,,
10-Aug-14,1,8,1,Callospermophilus,lateralis,174,Yes,Male,92978,,,,,,,,,,
10-Aug-14,1,4,1,Callospermophilus,lateralis,134,No,Female,92957,,,,,,,,,,
10-Aug-14,1,6,2,Callospermophilus,lateralis,187,Yes,Female,92991,,,,,,,,,,
10-Aug-14,1,6,3,Callospermophilus,lateralis,132,No,Male,92971,,,,,,,,,,
10-Aug-14,1,6,1,Callospermophilus,lateralis,125,No,Male,93006,,,,,,,,,,
10-Aug-14,1,5,3,Callospermophilus,lateralis,159,No,Male,92990,,,,,,,,,,
10-Aug-14,1,10,1,Tamias,dorsalis,57,No,Male,93003,,,,,,,,,,
10-Aug-14,1,5,1,Tamias,dorsalis,46,No,Male,92914,,,,,,,,,,
10-Aug-14,1,5,2,Tamias,dorsalis,64,No,Female,92967,,,,,,,,,BOT FLY X2 LACTATING,
10-Aug-14,1,1,1,Neotoma,mexicana,83,No,Female,92986,,,,,,,,,,
10-Aug-14,1,3,1,Neotoma,mexicana,196,Yes,Female,92943,,,,,,,,,PREGNANT,
10-Aug-14,1,3,2,Neotoma,mexicana,104,No,Male,92953,,,,,,,,,,
10-Aug-14,1,4,5,Neotoma,mexicana,169,Yes,Female,EAR 1,,,,,,,,,,
10-Aug-14,1,10,2,Neotoma,mexicana,86,No,Male,92969,,,,,,,,,,
10-Aug-14,1,9,1,Neotoma,mexicana,94,Yes,Female,92993,,,,,,,,,,
10-Aug-14,2,2,1,Tamias,dorsalis,54,Yes,Male,89628,,,,,,,,,,
10-Aug-14,2,2,21,Tamias,dorsalis,32,Yes,Female,92050,,,,,,,,,BOT FLY X3,
10-Aug-14,2,1,1,Tamias,dorsalis,,,,,,,,,,,,,ESCAPE,
10-Aug-14,2,2,6,Tamias,dorsalis,72,Yes,Male,92703,,,,,,,,,,
10-Aug-14,2,1,12,Tamias,dorsalis,50,No,Male,92934,,,,,,,,,BOT FLY,
10-Aug-14,2,1,14,Tamias,dorsalis,60,Yes,Female,92920,,,,,,,,,,
10-Aug-14,2,2,25,Tamias,dorsalis,84,No,Male,92918,,,,,,,,,,
10-Aug-14,2,2,11,Tamias,dorsalis,50,No,Male,92940,,,,,,,,,BOT FLY,
10-Aug-14,2,1,16,Tamias,dorsalis,54,Yes,Female,92976,,,,,,,,,,
10-Aug-14,2,1,5,Callospermophilus,lateralis,104,Yes,Male,92953,,,,,,,,,,
10-Aug-14,2,1,16B,Tamias,dorsalis,66,Yes,Female,92691,,,,,,,,,ESCAPE NO SAMPLE,
10-Aug-14,2,2,25B,Tamias,dorsalis,132,Yes,Male,92671,,,,,,,,,,
